{'academic_degree': 'Доктор наук', 'address': 'Аллея Плетешковская 439', 'age': 18, 'passport_number': 102808, 'snils': '00060862696', 'telephone': '+7-(968)-542-59-85', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 87, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Андропова 213', 'age': 49, 'passport_number': 773616, 'snils': '61404749067', 'telephone': '+7-(963)-314-28-25', 'university': 'Филиал Российской академии правосудия', 'weight': 49, 'worldview': 'Атеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Азовская 1212', 'age': 49, 'passport_number': 314332, 'snils': '37845959156', 'telephone': '+7-(961)-204-56-31', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 60, 'worldview': 'Деизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Парковая 4-я 1319', 'age': 49, 'passport_number': 889721, 'snils': '39680823435', 'telephone': '+7-(909)-028-48-13', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 77, 'worldview': 'Деизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Кутузово 911', 'age': 49, 'passport_number': 628848, 'snils': '87570940051', 'telephone': '+7-(909)-629-83-77', 'university': 'Бауманское МГТУ', 'weight': 63, 'worldview': 'Пантеизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Машиностроения 2-я 837', 'age': 49, 'passport_number': 135752, 'snils': '62246512367', 'telephone': '+7-(910)-210-88-68', 'university': 'Бауманское МГТУ', 'weight': 69, 'worldview': 'Пантеизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Менделеевская 695', 'age': 49, 'passport_number': 555457, 'snils': '86612942533', 'telephone': '+7-(968)-528-52-14', 'university': 'Новосибирский технический госуниверситет', 'weight': 58, 'worldview': 'Буддизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Энтузиастов 1-я 425', 'age': 49, 'passport_number': 472607, 'snils': '98344271241', 'telephone': '+7-(918)-516-65-79', 'university': 'САУ им. С.П. Королева', 'weight': 69, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Тихая 751', 'age': 49, 'passport_number': 410753, 'snils': '74642324702', 'telephone': '+7-(918)-498-31-27', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 60, 'worldview': 'Агностицизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Рассказовская 985', 'age': 49, 'passport_number': 228266, 'snils': '72265371290', 'telephone': '+7-(999)-037-80-62', 'university': 'Бауманское МГТУ', 'weight': 58, 'worldview': 'Иудаизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Ходынская 1375', 'age': 49, 'passport_number': 631850, 'snils': '17936477126', 'telephone': '+7-(962)-177-46-19', 'university': 'Новосибирский технический госуниверситет', 'weight': 82, 'worldview': 'Атеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Винтовая 393', 'age': 49, 'passport_number': 434462, 'snils': '22300875926', 'telephone': '+7-(968)-914-02-31', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 89, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Хапиловская 2-я 7', 'age': 49, 'passport_number': 904135, 'snils': '94051170072', 'telephone': '+7-(914)-905-28-94', 'university': 'Филиал Российской академии правосудия', 'weight': 81, 'worldview': 'Пантеизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Банная 77', 'age': 49, 'passport_number': 93056, 'snils': '10228531914', 'telephone': '+7-(927)-171-28-89', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 60, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Самаринская 1261', 'age': 49, 'passport_number': 671760, 'snils': '92653512413', 'telephone': '+7-(969)-210-28-37', 'university': 'Филиал Российской правовой академии', 'weight': 46, 'worldview': 'Атеизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Ленинские Горы 906', 'age': 49, 'passport_number': 378415, 'snils': '17669783953', 'telephone': '+7-(939)-798-19-94', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 44, 'worldview': 'Атеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Дубки 43', 'age': 49, 'passport_number': 157296, 'snils': '38955585263', 'telephone': '+7-(962)-038-66-14', 'university': 'МФТИ', 'weight': 41, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Красносельская 1389', 'age': 49, 'passport_number': 328191, 'snils': '44405188569', 'telephone': '+7-(938)-035-68-52', 'university': 'Филиал Российской правовой академии', 'weight': 49, 'worldview': 'Атеизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Мансуровская 913', 'age': 49, 'passport_number': 216133, 'snils': '42054919563', 'telephone': '+7-(933)-356-71-59', 'university': 'САУ им. С.П. Королева', 'weight': 43, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Новопесчаная 380', 'age': 49, 'passport_number': 282784, 'snils': '46134915481', 'telephone': '+7-(929)-656-41-83', 'university': 'Госуниверситет гражданской авиации', 'weight': 73, 'worldview': 'Пантеизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Грайвороновская 176', 'age': 49, 'passport_number': 272868, 'snils': '70171834166', 'telephone': '+7-(910)-552-79-62', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 66, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Федосьино 329', 'age': 49, 'passport_number': 981283, 'snils': '68740243015', 'telephone': '+7-(931)-623-19-31', 'university': 'Госуниверситет гражданской авиации', 'weight': 68, 'worldview': 'Иудаизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Лианозовская 201', 'age': 49, 'passport_number': 786443, 'snils': '62107608758', 'telephone': '+7-(968)-950-60-21', 'university': 'САУ им. С.П. Королева', 'weight': 86, 'worldview': 'Иудаизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Шокальского 514', 'age': 49, 'passport_number': 466369, 'snils': '71538680313', 'telephone': '+7-(999)-897-65-95', 'university': 'САУ им. С.П. Королева', 'weight': 66, 'worldview': 'Буддизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Мещерская 768', 'age': 49, 'passport_number': 185144, 'snils': '86213497616', 'telephone': '+7-(999)-338-16-24', 'university': 'МГУ им. Ломоносова', 'weight': 59, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Старомонетная 1159', 'age': 49, 'passport_number': 417975, 'snils': '51948039510', 'telephone': '+7-(911)-777-74-16', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 85, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Староданиловский Средная 143', 'age': 49, 'passport_number': 900517, 'snils': '80410480449', 'telephone': '+7-(961)-934-12-88', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 73, 'worldview': 'Агностицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Текстильщиков 1-я 402', 'age': 49, 'passport_number': 147252, 'snils': '55256572204', 'telephone': '+7-(939)-009-02-27', 'university': 'Филиал Российской академии правосудия', 'weight': 61, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Щепкина 1028', 'age': 49, 'passport_number': 408705, 'snils': '22610869857', 'telephone': '+7-(968)-083-45-19', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 67, 'worldview': 'Пантеизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Старобитцевская 1387', 'age': 49, 'passport_number': 179408, 'snils': '39912480117', 'telephone': '+7-(968)-187-60-02', 'university': 'Филиал Российской академии правосудия', 'weight': 49, 'worldview': 'Атеизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Княжнина 1153', 'age': 49, 'passport_number': 446788, 'snils': '95189006536', 'telephone': '+7-(999)-545-43-42', 'university': 'САУ им. С.П. Королева', 'weight': 70, 'worldview': 'Католицизм'}
